,original_n,deco_pca_Kmean,deco_pca_Agglo,deco_pca_MiniB,deco_pca_Gauss,deco_pca_Spect,deco_fast_Kmean,deco_fast_Agglo,deco_fast_MiniB,deco_fast_Gauss,deco_fast_Spect,deco_isom_Kmean,deco_isom_Agglo,deco_isom_MiniB,deco_isom_Gauss,deco_isom_Spect,tabl__Kmean,tabl__Agglo,tabl__MiniB,tabl__Gauss,tabl__Spect,neur_conv_Kmean,neur_conv_Agglo,neur_conv_MiniB,neur_conv_Gauss,neur_conv_Spect,neur_mlp_Kmean,neur_mlp_Agglo,neur_mlp_MiniB,neur_mlp_Gauss,neur_mlp_Spect,neur_lstm_Kmean,neur_lstm_Agglo,neur_lstm_MiniB,neur_lstm_Gauss,neur_lstm_Spect,orig__Kmean,orig__Agglo,orig__MiniB,orig__Gauss,orig__Spect,orig__origi,orig__rando,sp500
2018-07-02,0.03769223022578604,0.03260508851566364,0.03203904657233829,0.032605088515683264,0.025451567946484246,0.039920655561233684,0.036431631554480745,0.04114491895356524,0.03209517714233015,0.03643163155401095,0.03456594719288559,0.0359783947723025,0.009326412562199132,0.035978394772014935,0.036843061246690866,0.038030501622043085,0.021141667235747542,0.03063764757352568,0.033959928180717254,0.029269651990296408,0.03063764757349006,0.030134318465194453,0.03456594719290078,0.03684306124738902,0.035344310739021584,0.03456594719274411,0.03313111555919937,0.032039046582051534,0.03918685395037682,0.03180306546109975,0.041299045798943945,0.04114491895352967,0.021018690607189226,0.041144918953708566,0.014440050303896522,0.025330303788939013,0.032606463789663344,0.037126503875866794,0.04212294966745328,0.038030501622071035,0.030927356873824873,0.03769223022578604,0.027005851647405498,-0.0378
2018-07-03,-0.01336750498536586,-0.014349644383049913,-0.010863786876964253,-0.014349644383065178,-0.011887352720265837,-0.031514348406602485,-0.009453206146793864,-0.011044013687630912,-0.009263830086589762,-0.0094532061464618,-0.008085314513503002,-0.015732186719612087,-0.006539339914233216,-0.01573218671949507,-0.01673118251747582,-0.009347596661179687,-0.011733661804743419,-0.009483439084334421,-0.005277659059744898,-0.014529164158059963,-0.009483439083704989,-0.015528159956143258,-0.008085314513505675,-0.0167311825177816,-0.011052118923101845,-0.008085314513510682,-0.008937523479666818,-0.010863786879638564,-0.01297893350385395,-0.013530639424333942,-0.011280416704022392,-0.011044013687632803,-0.007434946002846864,-0.011044013687605117,0.0027615915099752893,-0.009660764316888615,-0.014350924242096455,-0.0036736622892596525,-0.015412772599046613,-0.009347596661184454,-0.013764439214261796,-0.01336750498536586,-0.00910817137072295,-0.0029
2018-07-05,0.0061065046755307256,0.019495438141693994,0.020667327710450326,0.019495438141708277,0.004373704119083828,0.042052802081477964,0.008996078109235861,0.013674105490979709,0.008109225113491166,0.008996078108841272,0.009663651588147946,0.003089992597891199,0.002259291394580543,0.00308999259784981,0.019646297801511094,0.0017412111084091969,0.011527404557839077,0.011037632388719748,0.008165822949664954,0.0013847064632553805,0.011037632388774376,0.017941011667037786,0.00966365158818894,0.019646297801667156,0.00675968057123673,0.009663651588175897,0.005001306897601378,0.020667327714501242,0.013651483312477087,0.014503335257897734,0.014013563088798326,0.013674105490978455,0.00855824708715736,0.013674105487719454,0.004076995207147673,0.018962041578446016,0.019499480367065385,0.020601822491658792,0.010701600989880551,0.0017412111083995058,0.01695932113806577,0.0061065046755307256,0.01305897669979416,0.0011
2018-07-06,0.01768637783856253,0.02280413945425683,0.028100193012607314,0.022804139454259763,0.022795582605946548,0.06348123596534805,0.014659128665018627,0.02188623482406891,0.023745664762779565,0.014659128664493707,0.016678890972534468,0.02027859114001919,0.009389188317137516,0.020278591140077164,0.03287213622129722,0.02175058244025906,0.01882038986848293,0.02258997669561799,0.01595161186940996,0.01727736816310008,0.022589976695628615,0.029870913244562338,0.016678890972562397,0.0328721362216199,0.021548073967650284,0.01667889097250684,0.015228992968339,0.028100193020104417,0.02143508622808679,0.017834065717231718,0.02160365254440937,0.02188623482408519,0.012882565892995416,0.021886234825434052,0.008318605695440118,0.025098970041010027,0.022810867808381756,0.028487869487140386,0.023497165712592978,0.021750582440373558,0.019039683111528947,0.01768637783856253,0.01680682398457638,0.0060999999999999995
2018-07-09,0.004353678315501199,-0.0001658934841477895,0.020243385513367483,-0.000165893484137071,0.022903360991568384,0.029503375833721972,0.013340994438262132,0.018171987088080294,0.025079522532147472,0.013340994439039463,0.020249609178002087,0.0026846971565548453,0.011944137895193371,0.0026846971565525485,0.0054438800104529474,0.0246473462668071,0.012953174587436174,0.03272932314681555,0.011592946350778514,0.001904837016386894,0.03272932314661441,0.004664019870116271,0.02024960917801631,0.005443880010307602,0.02082198891224504,0.02024960917794065,0.031339058238762305,0.020243385515307303,0.024944682327464822,-0.0020294281288440485,0.017746720430516904,0.0181719870881192,0.015832406667496118,0.018171987088214613,0.02598362623165105,0.019463525374586663,-0.00016404038579211425,0.028281925203820786,0.027391500817167083,0.02464734626685818,-0.0012623188433332883,0.004353678315501199,0.016954109435597064,0.0070999999999999995
2018-07-11,-0.009428320417824387,-0.02125640893207526,-0.027538398774544903,-0.02125640893205604,-0.024109892982587568,-0.03394869669848403,-0.011983142621927076,-0.02829747677393403,-0.015326677043648325,-0.011983142621949007,-0.0139492614972989,-0.019906703674066325,-0.013667977533370474,-0.019906703673999847,-0.023975186881174983,-0.02313833082128239,-0.012686209011066098,-0.01973546528693445,-0.013120402405981488,-0.018565341271338024,-0.01973546528685744,-0.022633824478519762,-0.013949261497311707,-0.02397518688131168,-0.02800189576312645,-0.013949261497245038,-0.005595088065345316,-0.02753839877779774,-0.023276906163326484,-0.021030291871198946,-0.02807954814712406,-0.028297476773988046,-0.024273389565738338,-0.028297476776592202,-0.012420580144607285,-0.026197036374116314,-0.021258460566244666,-0.021389318314091403,-0.023377299254053758,-0.02313833082130789,-0.02029867974601043,-0.009428320417824387,-0.024665211216345392,-0.0449
2018-07-12,0.018288940539167853,0.009398406849616719,0.005384667250404989,0.009398406849646613,0.01536682082581951,0.04281353029168035,0.006916321479593949,0.0026291525013164905,0.014130834211907086,0.006916321479087409,0.005530286036680639,0.018618677755606217,0.016864878856049537,0.01861867775534769,0.015927109557464392,0.01707647676689795,0.02027642418155989,0.016551418038963022,0.013989752859821293,0.020690523222867553,0.016551418038967407,0.017998955024870117,0.005530286036701299,0.015927109557601557,0.015480408698381343,0.0055302860366959776,0.005204118215694503,0.00538466725361293,0.017541905743094152,0.0059845127135341476,0.0022595065709929553,0.002629152501255237,0.008844688903353673,0.002629152499245808,0.011476490193325781,0.0074565127297708,0.009400568327114864,0.016218470852524702,-2.4187201708504233e-05,0.01707647676687387,0.011614619045205022,0.018288940539167853,0.012033303837368583,0.041299999999999996
2018-07-13,-0.016088102935297402,-0.007665460612284966,-0.003228503142506985,-0.007665460612276331,-0.000692664693777312,0.0030762649780597014,-0.014524332302565501,0.00577924631974883,-0.01623788593282895,-0.014524332302332242,-0.014574259968145833,0.0015892560203920997,0.004633124791529542,0.0015892560203482533,-0.0066671890702099425,0.013789597744491323,0.0007092143133945178,0.014319652717621232,-0.004026161388514449,-0.0010726414864836466,0.014319652717535825,-0.009329086576997343,-0.014574259968134488,-0.006667189070104848,0.007689248959201696,-0.014574259968096817,-0.0225740847030355,-0.0032285031382135914,0.012898871202749148,-0.0072313342192961904,0.0063791041849217715,0.005779246319753201,-0.0022064462009826246,0.0057792463165946,0.0051310260131630335,-0.005890400648857529,-0.00766758423800871,0.011973739680246231,-0.00539722220224057,0.013789597744514031,-0.00574061765189328,-0.016088102935297402,0.002546025738579927,-0.0073
2018-07-16,-0.018069637034149003,-0.013483721912929725,-0.00812210116077057,-0.013483721912935946,-0.007632098816734472,-0.030473848274901214,-0.01734167114744639,-0.013512401464837108,-0.010802672353126229,-0.017341671147294277,-0.014919349586996922,-0.014316992811376045,-0.018341103554773912,-0.014316992811250566,-0.009045126014126733,-0.015793090243119604,-0.026592582536707182,-0.02504164964221626,-0.02116737536622107,-0.01463891147650771,-0.025041649642016904,-0.009367044679086238,-0.014919349587015837,-0.009045126013951616,-0.013803340869513847,-0.014919349586937532,-0.01567655202783752,-0.008122101160733412,-0.017985490573467763,-0.015982239023136224,-0.014431306128683213,-0.013512401464826932,-0.01447815746023465,-0.013512401464305551,-0.022291315884610394,-0.008444019826900517,-0.013481411363969294,-0.022924200743677323,-0.00933722965065107,-0.015793090243089617,-0.01571098450690583,-0.018069637034149003,-0.014803888942624112,0.0025
2018-07-17,0.007777756472812544,0.009710062913348905,0.011077218742172015,0.00971006291333937,0.006895541620718518,0.03616859893151175,0.012835516733044141,0.007436244095128185,0.009974895505873499,0.012835516732920573,0.01356789641057008,0.0052272061150927356,-0.0036890207567621585,0.005227206115069875,0.004758935501564378,0.004349729488388985,0.0036558532572385947,0.0033630426777273414,-0.0007544839428347797,0.006585332621992523,0.003363042677378721,0.00611706200863173,0.013567896410591331,0.004758935501668178,0.004866132838917967,0.013567896410605601,-0.01294632174593626,0.011077218743615651,-0.00018847190465152291,0.007463695163796797,0.007170884584310694,0.007436244095133665,0.011510623616013248,0.0074362440947447015,-0.0034542933170491805,0.012435345255881945,0.009712183991287001,0.008678852901241301,-0.017663324810018106,0.004349729488426164,0.010238206216087214,0.007777756472812544,0.012661648650558124,0.0012
