,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
A,0.05138694494962692,0.3189777731895447,0.43712958693504333,0.1265510767698288,-0.2442043125629425,0.14432880282402039,0.3421642780303955,-0.47950488328933716,0.5309508442878723,-1.02920663356781,0.5921403169631958,-0.16857179999351501,-0.37263768911361694,0.7148658037185669,-0.4080493450164795,0.12650266289710999,0.3314385712146759,0.07345199584960938
AAL,-0.7072917819023132,-0.08020951598882675,-0.949867844581604,1.1314579248428345,-0.39533212780952454,2.7772178649902344,0.5707153081893921,-0.42510274052619934,-0.03061670996248722,1.133718490600586,0.2590087950229645,-0.05592313036322594,-0.4629126191139221,-0.8911943435668945,-0.2997303605079651,1.1411478519439697,-0.8728809952735901,0.2991902530193329
AAP,-0.5902698636054993,0.26780834794044495,0.24560534954071045,0.5376957058906555,-0.060288701206445694,0.4670596122741699,-0.0899667739868164,-0.13462118804454803,0.5932404398918152,-1.0986127853393555,-0.01988162472844124,-0.7735744118690491,-0.19837309420108795,-0.26957961916923523,0.9647288918495178,-0.7395831942558289,-0.08296526968479156,0.8964372277259827
AAPL,0.025304479524493217,0.20925173163414001,0.5221979022026062,0.046673450618982315,-0.9328271746635437,0.2050386220216751,0.23263242840766907,-0.11715346574783325,0.4534914195537567,-0.9266677498817444,0.12780117988586426,-0.05661721155047417,-0.7100604176521301,0.10845436155796051,0.48078325390815735,0.7899059653282166,0.05677318572998047,0.5058653354644775
ABBV,0.24050898849964142,0.6065354943275452,0.1754167079925537,0.18619176745414734,-0.20211784541606903,0.6985263824462891,0.13677923381328583,-1.0626548528671265,1.537186622619629,-0.21969759464263916,-0.620141863822937,-0.24203510582447052,0.06066597253084183,0.3520658314228058,0.07650871574878693,0.023887377232313156,0.02542203664779663,0.4753020405769348
ABC,-0.639560341835022,0.32322874665260315,-0.1508798897266388,0.03102715127170086,0.13128788769245148,0.19878457486629486,-0.1736586093902588,-0.08345062285661697,1.08176589012146,-1.2874513864517212,-0.06969115883111954,0.21119336783885956,-0.4038206934928894,-0.15227951109409332,-0.33666524291038513,-0.02640998736023903,0.46891170740127563,0.38599592447280884
ABMD,0.4186106026172638,0.5751014947891235,-0.4921424686908722,-0.3199031352996826,-0.48684945702552795,0.051365405321121216,-0.4805152714252472,0.515475332736969,-0.07471229881048203,0.29479533433914185,-0.3824869692325592,0.5342551469802856,-0.5999774932861328,0.07355733960866928,0.353276789188385,-0.07527923583984375,0.20874473452568054,-0.2406044751405716
ABT,0.06391433626413345,0.31952103972435,0.2562943398952484,0.6118715405464172,-0.07251351326704025,0.08932389318943024,-0.07472217082977295,-0.3801722526550293,0.472821980714798,-0.46566492319107056,0.03115316852927208,0.1285601705312729,-0.5527119040489197,-0.4504550099372864,-0.6702083945274353,-0.12196268141269684,0.16551728546619415,-0.12402929365634918
ACN,-1.0380667448043823,-0.22300659120082855,0.31595808267593384,0.4265134334564209,-0.5085470676422119,0.22657336294651031,0.451320618391037,-0.25721439719200134,0.5554638504981995,-0.547304630279541,0.36188724637031555,0.13660582900047302,-0.03450464457273483,0.0697900578379631,-0.20140185952186584,0.05994287505745888,-0.2551194429397583,0.4787740409374237
ADI,-0.20872238278388977,-0.1878490149974823,0.3053235113620758,0.42605581879615784,-0.4596191942691803,0.5655497908592224,-0.049685556441545486,-0.18208716809749603,0.45619770884513855,-1.1118990182876587,0.9450142979621887,-0.7095032930374146,0.04228070750832558,0.034370746463537216,0.12050800770521164,0.009729623794555664,-0.25083670020103455,-0.02425147034227848
