,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
CPRT,0.0010920473551720529,0.0201058925721954,0.00156223141181,0.5501307759372276,-43.75119734038571,153,1.0489147162760137,0.0006404708697962526,0.04839375982093941,-0.029036457460151998,-0.04694218103792598,0.0004457533048667511,0.37017343085911575,0.04679173508311675
CRL,0.0009204294883074377,0.02282125266466376,0.0017157546781052,0.5379250217959896,-55.45930387957445,178,1.1851250649959728,0.00041021201945382947,0.035115595144374866,-0.036107935410573236,-0.05283484151920316,0.00048817877063980195,0.5658332113436857,0.030057041341708935
CRM,0.0007547796598249877,0.024317445136674703,0.0010975689763292,0.5344376634699215,-49.799970837182364,267,1.2215279002844508,0.00022889012139107312,0.026143044106988866,-0.03768584962510853,-0.05471475514750029,0.0004995171693524324,0.7834579672063485,0.018053688578869444
CSCO,0.00028956987148414157,0.018620391050996735,0.000652289154208,0.5204882301656495,-42.807922137329,530,1.0118687449913175,-0.00014605766279917183,0.009157823375970108,-0.028058329368053227,-0.045409863858660436,0.0004342145884510137,1.1973585550008696,-0.01127843355954096
CSX,0.0006339360239343437,0.019316221830300018,0.0003800441657275,0.5143853530950305,-40.80973486859227,366,1.0709489613056076,0.00017287340324746736,0.02665575128563987,-0.02658625307212395,-0.044241272883443136,0.00045261631576954216,0.5885711045125941,0.016052736269546793
CTAS,0.001015258339465063,0.02022810830285722,0.0017824448101038,0.5588491717523976,-48.37967773695303,158,1.128350829028439,0.0005294831913647932,0.044305216632187706,-0.02806789751362611,-0.047249527323989744,0.00047049528750164616,0.40302684509611136,0.04417032216658608
CTLT,0.0011068244328236527,0.02378501478418529,0.0015919875569905,0.5387968613775065,-41.30262062730098,339,1.098403531268631,0.0006339421303084743,0.04152937564843595,-0.0336074568644074,-0.052687734474923344,0.00046116759641176997,0.5111261655479271,0.0365274265798176
CTRA,0.00032383146206770534,0.025512046019217596,0.0007709541250311,0.5100261551874455,-53.605769781847165,1072,0.728497159331235,1.0200447350883419e-05,0.008026947069075826,-0.0364900971155367,-0.05463195950174158,0.0003459527814631035,2.0098865253265488,-0.004486484298395762
CTSH,0.00016387042948288186,0.019826611481047664,0.0,0.4986922406277245,-50.948957076269664,949,1.0792467946267317,-0.0003007645563822531,0.002260739838378793,-0.02813009900538888,-0.048475807356343895,0.0004552008436476669,2.3988130382087895,-0.020016992922006233
CTXS,0.00027508499843423415,0.017869535048018123,0.0005613905010568,0.5213600697471665,-53.0674278746321,343,0.5444458588897576,4.069134981833484e-05,0.008732033540174338,-0.024721271664691374,-0.0424507719959446,0.0002886262844623567,1.1608058769104033,-0.008934226287335152
CVS,0.00038901316551133604,0.01842574809239768,0.0004776458202482,0.5108979947689625,-37.66590603829649,822,0.7577453871227474,6.27902672937716e-05,0.014651537897400362,-0.02644490490575461,-0.04233639496996376,0.0003550627330839041,0.8727421662406519,-0.0026597882584545023
CVX,0.00039176314064484,0.02267033715343528,0.0007375560778948,0.5213600697471665,-59.41616860504237,1016,1.074234124336232,-7.071380129450468e-05,0.012029619134089316,-0.031460918429348984,-0.05055236471978775,0.0004536395461850313,1.3118747869043492,-0.0022372818249379585
CZR,0.001380498641413771,0.04728127641067932,0.000729278334369,0.5117698343504795,-89.7797613647995,193,2.021759764713079,0.0005100950188345127,0.02667971590718796,-0.06116410435339905,-0.10768475731330064,0.0007487655553515108,1.61935624705408,0.02326261102208179
D,0.00011754132857778147,0.016483702409214082,0.000229925753544,0.5082824760244115,-33.864145466211134,344,0.6296977384920378,-0.00015355477407476062,-9.138059111013729e-05,-0.02159170686140592,-0.03795306272589329,0.00031517970521301376,2.3116332646838162,-0.02093997091731462
DAL,-4.633707789569022e-05,0.030478586365014423,-0.0003447166081673,0.4891020052310375,-69.61684518616417,217,1.2615858388209618,-0.0005894722730212567,-0.005426258782564471,-0.04018925830003753,-0.07044984436357492,0.0005119940238373567,-20.04753577471582,-0.018776028581812515
DD,-0.00023247304268182777,0.022938188474329584,-0.0002630529169967,0.4891020052310375,-74.03764188332151,6,1.1560326604784554,-0.0007301657127321608,-0.01532469149090993,-0.03496308184301809,-0.051485244507049124,0.0004791173533267074,-2.263318294517234,-0.03949186487479361
DE,0.0008673651832612305,0.022030669457516822,0.0009035776896648,0.5222319093286836,-38.18131277012095,431,1.0701799165892099,0.0004066336500352686,0.03396708237380807,-0.034424826398297956,-0.05080889947373358,0.0004523767812510559,0.5595686869992661,0.02643927794701677
DFS,0.0006908072604866352,0.030119702709302507,0.0008559941411472,0.5257192676547515,-72.82316327117148,364,1.585145025867536,8.374066934383503e-06,0.018982911184658786,-0.03893121567572195,-0.07045534445304315,0.000612773071425164,1.3132411067273604,0.011606607690050142
DG,0.0009890150190529172,0.01702610840353708,0.0006463682958026,0.5283347863993025,-27.57875234898981,190,0.589828650138402,0.000735083269721484,0.051096080172059,-0.024082429196971896,-0.0394835107392264,0.00030276167193400445,0.2931081548656295,0.03487991300912815
DGX,0.00039683569792724926,0.017377559722433072,0.0010129931050515,0.5248474280732345,-36.600971521082116,407,0.6565996818297004,0.00011415782906083332,0.01598544809033385,-0.025284745356987468,-0.04160214355319118,0.0003235588591247849,0.760968792586017,-0.0021579235782641726
DHI,0.0006675082894612782,0.02552868402426815,0.0008038258183862,0.5135135135135135,-53.618048282817476,439,1.114652237699395,0.00018763062914622247,0.02148409490643074,-0.03889023448636327,-0.05820420481146134,0.0004662285843984611,0.9763379995428946,0.011527309401033114
DHR,0.0010856859723558157,0.01674935471618609,0.0015061906958,0.5466434176111595,-28.673703987472145,152,0.8287693546329394,0.0007288859899120272,0.05771197575594153,-0.025927255396111827,-0.037419964427364595,0.0003771845830827243,0.25839965749938104,0.05209509513255144
DIS,0.00012402035302103119,0.0199861972962451,-5.731000466691061e-05,0.4978204010462075,-54.51439023715579,255,0.9944834503915613,-0.00030412250199259516,0.0002488084101094303,-0.02895451521060939,-0.04436491494141109,0.000428799587109869,3.2208268452251305,-0.0208870258147938
DISCA,0.0006339360239343437,0.019316221830300018,0.0003800441657275,0.5143853530950305,-40.80973486859227,366,1.0709489613056076,0.00017287340324746736,0.02665575128563987,-0.02658625307212395,-0.044241272883443136,0.00045261631576954216,0.5885711045125941,0.016052736269546793
DISCK,0.000417891360936113,0.023085871656069897,0.0016021903644882,0.5379250217959896,-51.20415951628403,215,1.2951126108047863,-0.00013967770724273925,0.012944875824514077,-0.03243968466832104,-0.05324011691847035,0.0005224366145116159,1.275349337030228,-0.0008203582990299881
DISH,-0.0004131005486745815,0.03019827686953957,-0.0002803005900322,0.4864864864864865,-66.61277160347868,5,1.3537444976595718,-0.0009959116894318763,-0.0176218057083571,-0.04401404474807935,-0.07453652841522918,0.0005406987005597268,-2.207539856374635,-0.03462183493061789
DLR,0.00027482994142819645,0.018400252768759923,0.0010289411281203,0.5283347863993025,-32.15921231621613,213,0.721357133800468,-3.5727165005476885e-05,0.008466314258740277,-0.02806625634616746,-0.04386817836126323,0.0003437288762193319,1.2319229127468037,-0.009728636191097307
DLTR,0.0006770502895359109,0.024246129420418858,0.000866440079601,0.5213600697471665,-44.638636994910065,430,0.7428226243597488,0.0003572519067303683,0.023014092716108752,-0.0267471611864452,-0.053737323716112825,0.0003504147370484296,0.868288221654353,0.011056253461425157
DOV,0.0005545747271909322,0.018735949057609138,0.0010368869489585,0.5344376634699215,-45.488655983393414,186,1.0680012873248972,9.47811327037918e-05,0.023245532254819762,-0.026764382372471994,-0.04357240859739166,0.00045169820313893834,0.6329819407159318,0.010499304485358497
DPZ,0.0008414744668765466,0.020457756513331676,0.0006764745955205,0.5178727114210985,-42.38654775809113,368,0.5360688362869717,0.0006106872758364453,0.03531310226310224,-0.02918312873664749,-0.04322609053458553,0.0002860170914821284,0.49736482571154,0.020423105756185608
DRE,0.000864728057068867,0.01809191411329,0.000781014824682,0.5283347863993025,-32.65516769145101,120,0.9122447774963253,0.00047199041688514537,0.041216226948230114,-0.02302655800262445,-0.041294139346648204,0.00040318469048177815,0.37852056910487675,0.032931523869685106
DRI,0.0006075309295796253,0.029225393624618092,7.309131515609302e-05,0.5013077593722755,-73.22254454093398,354,1.2865259685763262,5.365856396251606e-05,0.01671434495652202,-0.03702129979727273,-0.06614112449270014,0.0005197621312627847,1.4058932490974076,0.007473662174465434
DTE,0.0004065917360414863,0.016816835366172716,0.000886983997782,0.5353095030514385,-43.086836860939435,205,0.7246091124176275,9.463459483695201e-05,0.01709858666823046,-0.02170785129353931,-0.039918170501794,0.00034474177067862625,0.6955526309666596,-0.0016953374569744146
DUK,0.00032569146574510716,0.015173133000559719,0.0006709538688505,0.5344376634699215,-37.371862408715174,305,0.5989561952585478,6.78301455138603e-05,0.013619062502771529,-0.020588924231664092,-0.0350336879457345,0.000305604630319515,0.7068774876430209,-0.00753821582142246
DVA,0.0003744400473993209,0.021273433950630458,0.0006550010762604,0.5152571926765476,-45.74534695584915,508,0.7743736847040641,4.1058370624226905e-05,0.012005228161301765,-0.03152041635452574,-0.050610616140034814,0.0003602419524055626,1.208628711579042,-0.002996339271568302
DVN,0.0010406233959515403,0.03871145070405425,0.0005281346270868,0.5056669572798606,-88.13856659720301,878,1.4999897286040693,0.0003948510760172052,0.023806283674287738,-0.0540513031162658,-0.08314920058075187,0.0005862497331957555,1.4400756521932048,0.01818608484595008
DXC,-0.00015907666103401176,0.03707621199641515,0.0004025857013045,0.5047951176983435,-90.3403188577217,125,1.6435474649820438,-0.0008666531458219293,-0.0075014211297670386,-0.047650564150664,-0.08487813475666853,0.0006309636913376742,-8.641402749264453,-0.019146700157678064
DXCM,0.0019969240701201564,0.03128178782894638,0.0023488845552777,0.5379250217959896,-58.240950253808506,242,1.035049089154958,0.00155131698441594,0.06003098228723543,-0.04500003110052865,-0.06691150978683902,0.0004414345750905308,0.49002877195843403,0.05612823497426382
EA,0.00035663362874264765,0.020369174756133153,0.0004684015950431,0.5091543156059285,-49.82877533381217,639,0.6870909124773954,6.0828741485686295e-05,0.011663997807446348,-0.03127689425314543,-0.0468425074677239,0.0003330559691048905,1.1633879892613623,-0.003977150480398617
EBAY,0.00039055876316222845,0.020695709629201545,0.0009558881826488,0.5196163905841326,-49.02592915029017,586,0.7955131435969016,4.80761724601515e-05,0.013119199533583932,-0.03276891832805415,-0.0489586164181493,0.0003668262640833982,1.0966656940131572,-0.002240164068912173
ECL,0.0003407514544726798,0.018734054966060894,0.0009852333010358,0.5274629468177855,-40.45932068169221,349,1.0254002839852563,-0.00010070164858738109,0.011834268439305063,-0.025011234785849962,-0.043480800192766594,0.00043842925972848275,1.0299730518084405,-0.007201227902132119
ED,0.00022313162954866125,0.015494222499514073,0.0010224792535864,0.5387968613775065,-31.02174377490424,547,0.47375440311886524,1.9171912927208503e-05,0.006717601383632284,-0.020129343804704818,-0.03565967352494542,0.000266608001964445,1.0759161816280856,-0.013121857754863032
EFX,0.000635584981189596,0.019727291420859747,0.0012271578029545,0.5440278988666085,-42.65274765059306,197,0.8984905626847889,0.00024876877569195507,0.02618389677134223,-0.029932759235492778,-0.04575894176865044,0.00039890066232088026,0.6122958193177284,0.013216073992158347
EIX,0.00019375066483703928,0.01995978050476953,0.0006421723380867,0.5170008718395815,-43.13298854712705,177,0.7387009911389725,-0.00012427328138661008,0.0037426787219212864,-0.02804013883883722,-0.049238770212663464,0.0003491309710880574,2.0562140425874667,-0.013460119429277889
EL,0.0008234648839277136,0.020325030221195067,0.001477311465271,0.5457715780296426,-38.3827209410043,171,1.0359109774719162,0.00037748673993732865,0.03465762447651979,-0.033509684374872895,-0.04940843800570908,0.00044170302762468064,0.5016690590642802,0.026888648807530335
EMN,0.0002358889048313772,0.02166914502040916,0.0003553156871016,0.5100261551874455,-65.36448876033994,740,1.1055942942133228,-0.00024008914932818938,0.00539205795492673,-0.031508845417554984,-0.05062392205562639,0.0004634073048484567,1.9905635080682473,-0.01245880487262339
EMR,0.0003660163285787718,0.020598954173729696,0.0006551382113362,0.5187445510026155,-51.5027974285865,539,1.1139376908882372,-0.00011355370659516217,0.011989380987415248,-0.02934840050287494,-0.04635340353009913,0.0004660060243539057,1.1592841081681338,-0.004610290676700398
ENPH,0.005194085443557481,0.05207864022935038,0.0041732765575783,0.5431560592850916,-59.40091435239652,202,1.523434422993452,0.004538219764717234,0.097449507171458,-0.06988877061462327,-0.10207520204376494,0.0005935520570553127,0.522167915335738,0.09870070159074729
EOG,0.0004578480041748616,0.030948116367081384,-0.0002483768591201,0.4952048823016565,-77.51416784551878,912,1.1438668590572283,-3.4607071472103385e-05,0.010947366912695685,-0.04363236161192982,-0.06746473579472005,0.00047532806861634255,2.091929849943416,0.001020228375595873
EPAM,0.0015062387041808267,0.03234451959535575,0.0021972736176099,0.5483870967741935,-75.63729035513676,104,1.3574683805034007,0.0009218243654699959,0.042887979246177765,-0.04078266115767579,-0.07193748345186032,0.0005418585791270926,0.6945565433623049,0.039911000235832814
EQIX,0.0005006591348138058,0.0186892867169477,0.0009294690050805,0.5318221447253705,-30.68541159339513,300,0.7936800928566169,0.0001589657051349931,0.020418730877521198,-0.02922270953919779,-0.042791256868589624,0.00036625532338635834,0.6976591730782616,0.00452848514532238
EQR,0.00029909393442011193,0.018508742671174767,0.0007090233590918,0.5178727114210985,-47.95722850582251,535,0.8114202867494492,-5.0236965001190716e-05,0.009727636207990198,-0.026850902243270698,-0.04340159528808558,0.0003717808652844635,1.1453711220588698,-0.008730653864234508
ES,0.00039866591168371017,0.016804925449091623,0.0008097042438954,0.5318221447253705,-36.84798156681308,188,0.6274259829056322,0.00012854784031190373,0.016639067723517077,-0.022572459715276747,-0.038480378743161486,0.00031447212102589785,0.7083763900375298,-0.002078131816318082
ESS,0.00029214072273468105,0.018737117849787467,0.0008715012163547,0.5318221447253705,-45.200580067068074,469,0.8250111780958708,-6.30412977092448e-05,0.009237979131834589,-0.026760265769986136,-0.043972310192757214,0.0003760140230515603,1.2017481918659818,-0.009123509257741058
ETN,0.0006827401108291133,0.020120972043675186,0.000910269095387,0.5309503051438536,-45.03330038393054,276,1.1420565916575371,0.0001910643875711063,0.028015171958786403,-0.028133903052956086,-0.04542413997075258,0.00047476422425115727,0.5929833469000496,0.019585942883116186
ETR,0.000407599121206815,0.017357939248581915,0.0007621641974451,0.5283347863993025,-41.9943604294016,78,0.7121198430476953,0.00010101883312434287,0.016623603644814557,-0.02296170936805652,-0.04076410257975501,0.0003408517353386989,0.7392019248358056,-0.0015371819388184467
ETSY,0.0021427023914541,0.040334028741599554,0.0012147098520938,0.5178727114210985,-76.76063482235384,296,1.4016258411679656,0.0015392774786893368,0.05017239377130041,-0.05844691831577944,-0.08728990955525123,0.0005556123126257194,0.7592439720124465,0.04766749997596197
EVRG,0.00032891448331515637,0.0174906752937605,0.0011719044705054,0.5405405405405406,-39.22338527501116,132,0.713127908947765,2.1900204890936672e-05,0.011998785681099675,-0.02218282823884126,-0.04153359626567715,0.00034116571783520007,0.9301010984628385,-0.006750469439708838
EW,0.0010964654715742807,0.020817451388196722,0.0014558328525335,0.5344376634699215,-36.152849302703025,187,1.0287265372777787,0.0006535803571714486,0.04695184988306721,-0.033375781483414704,-0.04806359018250831,0.00043946528853642993,0.3952393335995487,0.043305555610156844
EXC,0.000549812732792678,0.017617030906725117,0.0013735998840731,0.5466434176111595,-41.15799931979613,624,0.8368555699626274,0.00018953149048866314,0.02445162956378869,-0.0228443924371012,-0.040245128875646546,0.0003797031982608449,0.5644827037600413,0.008771907255472748
EXPD,0.0005044122529782981,0.016482914526560907,0.0011274215344825,0.5361813426329556,-32.45635468375797,201,0.8067242110477619,0.00015710309786806355,0.02337964158642542,-0.02547076499274714,-0.0384091600117323,0.00037031817760454865,0.5386198881683424,0.005887693050900309
EXPE,0.00030129702000617566,0.030226825896479494,0.0002750163072362,0.5047951176983435,-67.25720691047366,364,1.2044972001712113,-0.00021726049840619684,0.0060293926190835385,-0.03816925624928787,-0.07070363549580629,0.0004942126136300855,3.032426287380327,-0.005064666291953648
EXR,0.000788373716772647,0.01726457443470319,0.0011140393409732,0.5335658238884046,-39.59682428914652,369,0.6121685420707774,0.0005248242456894267,0.038768757391414665,-0.02410938165909047,-0.0421810869461104,0.00030971988274146106,0.3780764427708133,0.022355325202074117
F,0.0003557159307775243,0.02634651013074292,-0.0008176022552566,0.4699215344376635,-69.6900954827693,794,1.132313385683806,-0.00013176516860721797,0.008982909332410761,-0.03698605465795088,-0.05821301645006464,0.00047172950585095585,1.9513846190472561,-0.0034933844525051544
FANG,0.0007598595694525415,0.03959080802588677,0.0007957235726734,0.5126416739319966,-88.87935918864936,872,1.3593129414925649,0.0001746511143510995,0.01618587703453596,-0.05346709178013182,-0.0846502386989393,0.0005424331049237557,2.062791788319404,0.00932793309889358
FAST,0.0006730269758980389,0.01876129433041938,0.0013067300679894,0.5274629468177855,-27.780625385490175,118,0.9343248744533657,0.00027078346033102875,0.029527779218953092,-0.028010023872787178,-0.04167589058327754,0.00041006198289399046,0.5229896832633808,0.017580290733070478
FBHS,0.0002589919376642942,0.02350406469011171,0.0007762646317663,0.5239755884917175,-52.37248305868446,629,1.223475394759869,-0.00026773603186115903,0.005954047542915015,-0.03496741466735378,-0.0558904071082902,0.0005001237558635641,2.133043452777403,-0.01019599360633373
FCX,0.0008775111050708172,0.033633085888082906,0.0005461621613063,0.5013077593722755,-73.43671834128007,709,1.5524988883676825,0.00020913265572657764,0.02255111197786171,-0.05053864433454838,-0.07575697809919826,0.0006026047721576107,1.2890827931617712,0.01644446828365312
FDS,0.0008242439799635624,0.018426573726997648,0.0018333834877537,0.5605928509154315,-33.72966998481633,242,0.946931321722332,0.000416573164099912,0.03827061782423103,-0.02756095313142752,-0.042384126005469806,0.0004139885156586109,0.411939459153211,0.029920708856423325
FDX,0.0001674085788218139,0.023314675773780383,0.0005648636426063,0.5213600697471665,-67.01297920394835,688,1.1050196256069342,-0.00030832207025752834,0.0020742711690883322,-0.03299853298772985,-0.055484544014846135,0.00046322831269756434,3.246990747201017,-0.014749517574410693
FE,0.00038052641164821645,0.018925921763039373,0.001189327967878,0.5448997384481256,-49.18691556659901,78,0.7088053264976347,7.537308203164347e-05,0.013815907931694087,-0.024679623024019673,-0.0449829341289277,0.0003398193621763784,0.9413026366007471,-0.002985582568274905
FFIV,0.000335747010250022,0.020082799677269936,0.0007503457238433,0.5257192676547515,-54.5933186825897,580,0.9151959079000814,-5.826114418517789e-05,0.01079029790092798,-0.03034105241352996,-0.0481348285740834,0.00040410387968519015,1.2012581812031997,-0.006009620518990918
FIS,0.00022738220553673505,0.019342633509053395,0.0008785456753515,0.5231037489102005,-45.21722645926624,127,1.0501598410411659,-0.00022473032824850894,0.005600818856357361,-0.029104365677202294,-0.04516554995310503,0.00044614112413748615,1.6454122704210947,-0.015610609614271029
FISV,0.000547269274813246,0.019487502238285503,0.0009677640853391,0.5265911072362686,-37.84809074231558,276,1.0592166048331493,9.125764275184965e-05,0.021974168394158534,-0.029027493060379772,-0.04594722133875924,0.0004489620362479262,0.6939230118788879,0.00891307897322429
FITB,0.0004717373079182547,0.02712122529449098,0.0005941906670925,0.5082824760244115,-66.0261991420869,694,1.3650075993683817,-0.00011592279892291016,0.013004194502313878,-0.03706863176894147,-0.06182515527512868,0.0005442068212020718,1.5592594631120409,0.0020274850417128423
FLT,0.00034805345534835377,0.0218297931346592,0.0007094324123158,0.5318221447253705,-47.78166397033634,98,1.095947286076717,-0.00012377138982184262,0.010490517930613908,-0.033630727709763886,-0.051024708591561295,0.0004604025492086825,1.3691571250889116,-0.0051680637999782795
FMC,0.0004602985122468052,0.021581318714643465,0.0006010574912558,0.5143853530950305,-44.759442987273204,386,1.071891001940528,-1.1696737280756362e-06,0.015812328139505158,-0.030396548200015548,-0.04789564815860703,0.0004529097333629132,1.0118505818964938,0.0018731026771426629
FRC,0.0007526508462598958,0.020470769242011858,0.000995580951258,0.5326939843068875,-39.479968980465706,184,1.0293364133628862,0.000309503169329573,0.030951608106252408,-0.02946235028351281,-0.045487569515473204,0.00043965524676807446,0.5567686470321153,0.02162254233624839
FRT,4.3796831470850964e-05,0.02340882134698756,0.0007569339026005,0.5143853530950305,-53.37914717250831,230,0.9596890435092723,-0.00036936641106634496,-0.0032146337682419017,-0.03087352682323788,-0.051059658346082205,0.00041796216592894926,12.511702295630325,-0.01992597482360678
FTNT,0.00204570509050294,0.02699370885559975,0.0025016207692256,0.5579773321708805,-37.608176556370346,144,1.2102077428705331,0.0015246890816511315,0.07137431472502685,-0.04114832761512015,-0.0620973218388583,0.0004959912775576973,0.3561903038534953,0.07498239208281286
FTV,0.00014783072438047352,0.019016007481788815,0.0004043990556001,0.5091543156059285,-52.829554271213674,507,1.0111919602536408,-0.0002875054420075728,0.0015136250530201662,-0.029488856988345427,-0.04446012208670026,0.0004340037901673748,2.4460986852555253,-0.021598282262217994
GD,0.00021619051135333603,0.016697998593297205,0.0007909226875713,0.5274629468177855,-53.642096156184735,999,0.8359784409222947,-0.0001437131112613863,0.005817636872044738,-0.024761021545055786,-0.03944139542749757,0.0003794299986954015,1.2897104284380654,-0.017284026323318942
GE,-0.00021945055943193336,0.028110353402260712,-0.0010718359017802,0.4673060156931125,-69.98107404754079,1,1.150491139802825,-0.0007147575060373491,-0.012041761753601058,-0.042177210152193806,-0.06318428349203882,0.000477391334724127,-3.6007744543712725,-0.027772857614082082
GILD,-3.24577346878972e-05,0.016798856441541,-0.0001341308337321,0.4952048823016565,-36.20495542904331,6,0.5593765461244405,-0.0002732793103421557,-0.00901878971718972,-0.0253797173232452,-0.038021222716236376,0.00029327674873468225,-8.694432327365424,-0.028710791170932805
GIS,0.0003173027362279207,0.015290111462400077,0.0008550858608624,0.5335658238884046,-39.036544355771674,557,0.3733002392660844,0.00015659032803880257,0.012966230996276968,-0.02292062556660178,-0.03646828977144996,0.0002353195225622033,0.7367963835164885,-0.006755351742896594
GL,0.0002975458969088529,0.019727092118815393,0.00098137677072,0.5204882301656495,-47.68801762310459,406,1.1100805890644359,-0.0001803635871656431,0.009048382639780191,-0.02956909753460919,-0.04722190399186532,0.00046480465204301553,1.3078928915072188,-0.010445708402671608
GLW,0.00028833528463071003,0.021894507857197622,0.0003140775387535,0.5047951176983435,-50.87185309921127,542,1.229349614477922,-0.00024092164120877163,0.007731969436684058,-0.033765491460215666,-0.050636346489140276,0.0005019534003063957,1.662541838827837,-0.009862947027077762
GM,0.0001850921277824104,0.02653834164627919,0.0,0.4925893635571055,-62.54180644676164,619,1.2337923823728514,-0.00034607748884136634,0.002488644905362846,-0.039631278516054975,-0.057946462999193454,0.0005033371901508182,3.805043389865691,-0.011823365324961347
GNRC,0.0017831865404124697,0.02779907284952718,0.0013415799723632,0.5283347863993025,-59.54527480120415,160,1.262120565220619,0.0012398211360387652,0.05986310875807339,-0.044135530814889815,-0.06153005844101469,0.0005121605751807737,0.4333749912191268,0.06118297221111688
GOOG,0.0008025149546336375,0.019189550433825076,0.0013904210029838,0.5466434176111595,-30.790141960533745,187,1.1118225036869185,0.00032385554525936295,0.035616641356083195,-0.030899964388727906,-0.04500366428840158,0.00046534720655440326,0.45885605461448853,0.031383597672299805
GOOGL,0.0007915581755761862,0.019257546062428056,0.001176837574939,0.5370531822144725,-30.870826790673966,188,1.1194398636790335,0.0003096193569232489,0.034921923818770025,-0.03079111255994283,-0.04508392656274281,0.0004677197872625762,0.4685102015105702,0.030483264453880114
GPC,0.0005380915349622044,0.019370512041201163,0.0013207843996405,0.5379250217959896,-56.322736510237604,482,0.9744721667811953,0.00011856389430338316,0.021633084093145145,-0.02667595369146384,-0.04416223814029629,0.00042256666842296463,0.6973102387954766,0.007634114179831664
GPN,0.000417891360936113,0.023085871656069897,0.0016021903644882,0.5379250217959896,-51.20415951628403,215,1.2951126108047863,-0.00013967770724273925,0.012944875824514077,-0.03243968466832104,-0.05324011691847035,0.0005224366145116159,1.275349337030228,-0.0008203582990299881
GPS,-0.0004052059750518197,0.038151313441286375,-0.0007509782593049,0.4838709677419355,-84.49830870642283,829,1.4195496123264943,-0.0010163473908447647,-0.013741429765091781,-0.05109182650052846,-0.08805999202942426,0.0005611950333731243,-3.59205640318887,-0.025057532324358322
GRMN,0.0006376268519526063,0.017417029473729934,0.0009670162845345,0.5274629468177855,-47.987444646472724,142,0.9021041688551759,0.0002492549245753553,0.029774263957419327,-0.02506523803105197,-0.03897750863482533,0.0004000261929897301,0.4757530438999218,0.016706732102055092
GS,0.0004317031054782793,0.021224610566695782,-2.7996211293235262e-05,0.4986922406277245,-50.629161310257054,710,1.1881352602334188,-7.981030609071661e-05,0.014730799674659662,-0.02989173796048543,-0.047420806394614205,0.0004891163567793032,1.0435044084494312,8.503520348974708e-05
GWW,0.0008278218542136347,0.020244371913052898,0.00113735867122,0.5318221447253705,-43.25070866670245,511,0.9282936942180197,0.00042817486926163486,0.035010927393060866,-0.027583546629914933,-0.043525644923280975,0.0004081834499260451,0.4950758331251299,0.02511133329953341
HAL,0.00016599731129789992,0.03549701186117751,-0.0004898470944583,0.4882301656495205,-91.88808730427431,5,1.478015064977058,-0.0004703145241813863,0.001322637872559323,-0.04801498313256065,-0.07921305033195261,0.0005794052801248745,7.590712411066131,-0.008840428565431085
HAS,0.00012605518164427186,0.022940280681157815,0.000739251803292,0.5196163905841326,-64.51971154873185,202,0.9508133481346994,-0.000283286915798549,0.00030546978452659175,-0.02930771999979262,-0.05271062276576071,0.0004151976512363091,4.1748103557964,-0.01608528756859737
HCA,0.0010045674208032898,0.02481083914485959,0.0008901054770462,0.5213600697471665,-54.89274345745543,263,1.058228342347642,0.0005489812533606172,0.03569084449685517,-0.03234839275463359,-0.056966347811253565,0.00044865422192509613,0.6127789198855941,0.028435098124370374
HD,0.0005894208584863857,0.017979600869677377,0.0010861085824478,0.5379250217959896,-38.40580063764216,207,1.0013467656758483,0.00015832322388390212,0.02616149506589169,-0.0254468794127969,-0.04343826081548812,0.0004309373053553588,0.5484469081447856,0.013592906248066996
HES,0.001237139538898511,0.03263612391546347,0.0010758718450514,0.5213600697471665,-61.24145157957792,609,1.3233751939787228,0.0006674029247988243,0.03425933553712007,-0.0447233816574805,-0.06901636907036489,0.0005312395671974578,0.8609510493649042,0.029296319946146905
HIG,0.00041021600267140355,0.02335904585995988,0.0005696334732707,0.5135135135135135,-58.06039313627529,391,1.0104705118963095,-2.4809567336852776e-05,0.012464909113555916,-0.02970689222421081,-0.04950330167515982,0.0004337790804967909,1.3301407549543804,-0.0010768255428308057
HII,0.00012592403479242154,0.01969440535139844,0.0011325028312569,0.5300784655623365,-50.522311014394525,473,0.7891934477238249,-0.0002138378141689542,0.0003491557943542694,-0.03065351502153001,-0.04860161954523374,0.00036485786708949185,3.0801872159240453,-0.01819900218603495
HLT,0.0006143793512302929,0.021992217495004046,8.295708929062506e-05,0.5004359197907585,-50.89536558475969,299,0.9868056460325282,0.0001895419278728879,0.022523046268308224,-0.032340931162321535,-0.050245653762229454,0.000426408179782104,0.7872296316258661,0.010574439083353643
HOLX,0.000621919614206979,0.019388096426291468,0.0009151433622782,0.5283347863993025,-46.23971026450187,224,0.8314834378403084,0.00026395117055582706,0.025937151544049165,-0.02723013718411829,-0.045992895245632937,0.0003780299391463533,0.604416188922568,0.01204689969651813
HON,0.0003312760969288321,0.017356424510248325,0.000897763079158,0.5335658238884046,-43.31714073453874,202,0.9914333778276865,-9.555364746944721e-05,0.012227661161197114,-0.026654589835689087,-0.04140678335183584,0.00042784958037117376,0.9093486507861908,-0.009122592744757279
HPE,0.0002369580226805393,0.02365626390228625,0.0016447745077832,0.5213600697471665,-59.65996916403837,17,1.1144735783998747,-0.00024284272162094052,0.0049843206061598285,-0.03576219488311191,-0.056592072476813325,0.0004661729373491138,2.3616791509485,-0.010643412807842098
