index,original_n,deco_pca_Kmean,deco_pca_Agglo,deco_pca_MiniB,deco_pca_Gauss,deco_pca_Spect,deco_fast_Kmean,deco_fast_Agglo,deco_fast_MiniB,deco_fast_Gauss,deco_fast_Spect,deco_isom_Kmean,deco_isom_Agglo,deco_isom_MiniB,deco_isom_Gauss,deco_isom_Spect,tabl__Kmean,tabl__Agglo,tabl__MiniB,tabl__Gauss,tabl__Spect,neur_conv_Kmean,neur_conv_Agglo,neur_conv_MiniB,neur_conv_Gauss,neur_conv_Spect,neur_mlp_Kmean,neur_mlp_Agglo,neur_mlp_MiniB,neur_mlp_Gauss,neur_mlp_Spect,neur_lstm_Kmean,neur_lstm_Agglo,neur_lstm_MiniB,neur_lstm_Gauss,neur_lstm_Spect,orig__Kmean,orig__Agglo,orig__MiniB,orig__Gauss,orig__Spect,orig__origi,orig__rando,sp500
2018-10-31,1.2365987732072705,1.4635769719680056,1.6072453174915158,1.466600149669016,1.4286433045215123,1.4386491766779352,1.531570214093759,2.0150228406660573,1.465506779277979,1.4609888137742342,1.5239678844159745,1.2051399169852837,1.095209052895822,1.0808156452906015,1.3201483269697731,1.3798923969766224,1.6035920154296406,1.363632041287531,1.481112375795005,1.4209199222783795,1.193251453366838,1.5515111844788096,1.5641216733876953,1.503967642615083,1.6397631608440366,1.6015459233899783,1.4961007513739801,1.6353439522948314,1.2287466936893332,1.4580343431224867,1.8008407462883136,1.7481620230724086,1.4598237097026174,1.7231073201902032,2.2408862063187076,1.3651813005869406,1.553166220294924,1.6534420001912422,1.672565983557622,1.3149450735558281,1.5901509840206138,1.2365987732072705,1.5155183081184629,1.0
2018-11-30,1.1208339298660785,1.2831936613653965,1.488535455207156,1.3867066786626827,1.2964459829287693,1.3062902023797633,1.3521240150914413,1.4893077066301224,1.280380640274952,1.4269831230726568,1.3975085677091108,1.251322331559095,1.1777806030622189,1.1087474114265974,1.2282819983643347,1.0997595585939923,1.1420740603164745,1.1228349718507655,1.0789878118756198,1.1059027917672346,1.01887575074075,1.4592685497642532,1.5088316124390708,1.2767855556336225,1.228740126225806,1.3324248770504334,1.2527066920114838,1.2829346248623126,1.1457487248373854,1.244654513098608,1.3476707799363263,1.3768789842841918,1.3262776735041397,1.4185700255476257,1.5339114123453048,1.2768031858479645,1.408426992838468,1.3414702454912582,1.4241606607753625,1.1730586004984636,1.2395208664825006,1.1208339298660785,1.249007878782304,1.0
2018-12-31,1.0852775721665133,1.1000706892286978,1.2448940069625667,1.1677997550809074,1.0942969529548239,1.1545044695779607,1.1529711767135762,1.15431739309641,1.150594480350486,1.1055581657328462,1.1684733116292714,1.0630108498394417,1.0098726598194558,1.0227334743582421,1.0739744853574489,1.1400690808308114,1.0994100601321077,1.1504054150687897,1.0928102225970406,1.1697852877062735,1.125738571518694,1.2091011886608805,1.3223747361184794,1.168064951280651,1.103749387655394,1.173948008596457,1.1853190199985828,1.278703859761037,1.0690204148642815,1.108616715946025,1.2004934466898283,1.225497014570358,1.1441718343191298,1.1880305748042808,1.3169772621212192,1.2353051604380152,1.2019485048183272,1.219742998903845,1.2106803630216971,1.0558953890799738,1.1149723509129708,1.0852775721665133,1.222081586984212,1.0
2019-01-31,0.6062016039913624,1.0352265211898894,0.8201850552138938,1.1017443579970836,0.9942504942386008,1.0305654106171227,1.099013263395332,0.6272789703676828,1.1531790311399188,1.0343905285392485,0.9968646435497325,0.8131039804246529,0.7472986424380975,0.6678198314610707,0.6672564896324678,0.7349588362897612,0.6992610473662836,0.49642336820330407,0.5350870882706933,0.8484599989498688,0.5812309456964362,0.8412290030522811,1.0838925357046338,1.0406122044694988,0.691581274994794,0.8971864288965362,0.9513886918460968,0.682730655614729,0.7948900206438546,0.8225348256167672,0.7501401094712309,0.9584097205880564,0.7183161679424503,1.034970586017398,0.4583406717588621,1.0257702660913461,1.0476394194192873,0.8158327868616979,1.2581140527851236,0.7010788639178546,0.9144182343260788,0.6062016039913624,1.0971759232317313,1.0
2019-02-28,-0.006666425716522813,0.3709934161719411,0.3873769725119521,0.3138107805340987,0.28638499318410066,0.38334964707337466,0.4193829121754166,-0.36521210370332857,0.5737292712563034,0.3760560016831973,0.14841549073044294,0.5937530354607774,0.2364269630650766,0.49240283032055515,0.5246847737186766,0.38421063201788963,-0.48108247697523393,0.4105071198831264,-0.01899475124486267,-0.33297592067728404,0.38832244432275903,0.4281425066469106,0.3198414699211528,0.42906293061294126,0.25857671915024094,0.3103388757674922,0.32273310778298586,0.5429996396602217,0.3687502396199491,0.5642065515861233,0.474382633854692,0.37779350373997655,0.14039820104027761,0.5289029484031373,1.1596395922733693,0.2606289639259865,0.2852196926841639,0.2696635543431257,0.5020342988669005,0.14284631525762817,0.3430327284711513,-0.006666425716522813,0.3675417209920187,1.0
2019-03-31,0.3659214743356623,0.40324344552998326,0.29894592379874724,0.45048280983868494,0.30749463825086887,0.42223433118457787,0.47454063780398825,0.28689563654429384,0.4723348384650596,0.3112894462411497,0.47876408010349475,0.2679974723867302,0.23179684283388458,0.2368737810807932,0.3396100273688263,0.5060494534476065,0.5091306016121069,0.5302674156783841,0.367262110153174,0.3344623880033674,0.37095566648770173,0.31700752363609397,0.37236191038373023,0.5310058538371814,0.40171917775119426,0.2604482867110064,0.4512094487052293,0.4981041737844193,0.44698750558768574,0.3411585819679448,0.5600406538124371,0.5146928678522422,0.3799751218410928,0.4247773252052763,0.3849659284677382,0.37090522662417724,0.4706968195045799,0.3251414941293534,0.5508873721663401,0.31901007767488376,0.4315685872268002,0.3659214743356623,0.3774749728725377,1.0
2019-04-30,0.3587380331457326,0.3821262674297085,0.49114447833767333,0.42923299341154175,0.3934035211025549,0.5317720863955424,0.5279711104874322,0.47848690352380446,0.4939013354898702,0.43115966097387853,0.4128931321992735,0.2889922938131008,0.28263723970911686,0.3017070085128278,0.3917094914939578,0.4288318155954753,0.20789591026829396,0.5113233894894194,0.2986777985585421,0.42203302231078127,0.48188847160789094,0.46412338931886676,0.47933665149121996,0.40466795949200035,0.5639205259539141,0.45749972665768757,0.5556258581839313,0.5485433004286248,0.49137958545423543,0.6632951802550074,0.7453278900204999,0.588580362625964,0.5620876909686068,0.575843067714129,0.43706706207517215,0.4106292558778288,0.5010873481767655,0.41761744692154407,0.5969900265520612,0.3403585279587111,0.5845812145687868,0.3587380331457326,0.489933913514302,1.0
2019-05-31,0.6242922316950944,0.5957339797294486,0.7230010348519672,0.725770886360489,0.7221026082327232,0.710361315378497,0.6747935146617763,0.6763600069972762,0.7130261067250092,0.692483352761919,0.6019126308418782,0.632856942783248,0.560399908544812,0.5613745676102564,0.6318249497489861,0.7050906465488516,0.5343939291856902,0.6964615741356898,0.5402386954332403,0.5685607233707342,0.5242289424553709,0.6410199796710616,0.873983477107347,0.6879595273849415,0.6922419048073641,0.6604397568359536,0.6450615807527338,0.6999833702577415,0.5575449174818166,0.5698342807112617,0.7192439975186649,0.7668837299818164,0.6459189097323349,0.6422841671154564,0.9870051013719098,0.8567069412809084,0.6905141747017502,0.7715009041885531,0.7247715482285172,0.5886394344379009,0.7209690416020237,0.6242922316950944,0.8676670375961044,1.0000000000000002
2019-06-30,0.8502672517573003,1.1473438678523176,1.2990258989587733,1.0368771754432466,1.0807522536402037,1.1529641583894605,1.209237202222099,1.2139025747503267,1.030124197664715,1.1223694673425393,1.2211927465206376,1.0659654488504304,0.8904412394105261,1.0079712765968458,1.0694034559638723,1.0365814203892092,1.074751731263816,1.1559865588227383,0.8682198447334072,0.8004124622464326,0.9740484634435537,1.0796338213484933,1.4650345375007676,1.0978119934633797,0.9936912803883817,1.2998917894827895,1.2195041041759405,1.409991809542062,1.1205691589824454,1.3636118577677736,1.4195617341388969,1.2336155066956458,1.2538583892681714,1.177656815142207,2.1792178778651934,1.0997088247402182,1.253231075201831,1.2240080525181565,1.3229805411428566,0.998737767111891,1.239850380837841,0.8502672517573003,1.1524416010029936,1.0
2019-07-31,0.2660622870933543,0.2793982818626643,0.16437987244656038,0.1862120948735123,0.28982415428053826,0.4028379404690591,0.47417646003534564,0.15128606909545947,0.5589110365405328,0.3724439901866419,0.40438139161413533,0.26579516686929483,0.19692714088147725,0.17128372047507112,0.23473593868001294,0.18958938577774642,0.2014727891250409,-0.14904115963701495,-0.10053742423430881,0.08365022940970442,0.13635066976136928,0.40778316660942476,0.1256486819320698,0.4542657002213497,0.3936444753885479,0.30762296031739217,0.20557364792256588,-0.04441187831157332,-0.020598254799344337,0.3452311062992213,0.3635399429343752,0.405794287866735,0.18194208879447812,0.40819371996760745,-1.4343912244568515,0.23195436891543744,0.2709096330435254,0.1732983459101243,0.41593146453153584,0.09299077034202549,0.35418695882726553,0.2660622870933543,0.46649058179096065,1.0
